,training_type,network,optimizer,proposal,base_dist,step,val_log_likelihood_self_normalized_mean,val_log_likelihood_self_normalized_mean,val_log_likelihood_self_normalized_mean,val_log_likelihood_self_normalized_mean,val_log_likelihood_self_normalized_mean,val_log_likelihood_importance_mean,val_log_likelihood_importance_mean,val_log_likelihood_importance_mean,val_log_likelihood_importance_mean,val_log_likelihood_importance_mean
,,,,,,,mean,std,count,min,max,mean,std,count,min,max
210,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,19092,-28.581189727783205,8.514339843521045,5,-42.09072494506836,-20.038908004760742,-2.8899128437042236,0.28795082600960165,5,-3.361053466796875,-2.6396241188049316
211,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,19405,-26.99321632385254,3.264185738105141,5,-31.66843605041504,-23.240646362304688,-2.792548084259033,0.11373835549336217,5,-2.9150407314300537,-2.656123638153076
212,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,19718,-27.647626876831055,4.403483317714589,5,-33.151615142822266,-21.6405086517334,-3.0265995025634767,0.34812375077172636,5,-3.6171412467956543,-2.715532064437866
213,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,20031,-25.228678131103514,5.117729762047019,5,-31.786252975463867,-19.791217803955078,-3.034044313430786,0.3727041764719628,5,-3.6473851203918457,-2.7189836502075195
214,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,20344,-25.748556900024415,4.9274038497447625,5,-34.10462951660156,-22.428117752075195,-3.0171782970428467,0.23674678051450618,5,-3.3740875720977783,-2.7437524795532227
215,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,20657,-24.408398818969726,2.9898146051401677,5,-29.475299835205078,-21.647640228271484,-2.9099823474884032,0.22385767118144106,5,-3.2350471019744873,-2.7231571674346924
216,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,20970,-24.00262031555176,4.434603930496318,5,-29.320205688476562,-19.89647102355957,-2.8519924163818358,0.15155563008053524,5,-3.064173698425293,-2.672715902328491
217,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,21283,-25.375400066375732,6.630194665114591,4,-33.54728317260742,-18.02428436279297,-2.7272372245788574,0.017891148404974338,4,-2.744471311569214,-2.705791711807251
218,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,21596,-23.940174102783203,6.285016947489941,4,-29.45547866821289,-18.34511947631836,-3.052896022796631,0.11956334837663833,4,-3.195045232772827,-2.925942897796631
219,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,21909,-23.02759885787964,3.9769481074072637,4,-27.374832153320312,-18.925479888916016,-2.823744833469391,0.1676755839426395,4,-2.979973316192627,-2.6532163619995117
220,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,22222,-25.53917646408081,4.725892927704561,4,-29.45318031311035,-18.671049118041992,-2.7058709859848022,0.15335636310942113,4,-2.9292612075805664,-2.5806288719177246
221,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,22535,-27.492403030395508,2.7281728677831074,4,-29.56591033935547,-23.656620025634766,-2.8027732372283936,0.0757891442153049,4,-2.908396005630493,-2.7364447116851807
222,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,22848,-28.78486442565918,3.7110702566067886,4,-33.29798889160156,-24.49858856201172,-2.8938481211662292,0.122703793686326,4,-3.073819637298584,-2.797778844833374
223,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,23161,-25.74706220626831,3.1639213253723963,4,-29.020414352416992,-21.735349655151367,-2.837308883666992,0.2326266483579426,4,-3.185025453567505,-2.6939778327941895
224,16,energy_fc_large_bias,adam1e-3,standard_gaussian,None,23474,-26.743513584136963,0.8787363926547648,4,-27.494211196899414,-25.688549041748047,-2.8911993503570557,0.26039486013770424,4,-3.2759294509887695,-2.7127602100372314
225,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,312,-1.0550690933431918e+23,2.3592062136744476e+23,5,-5.275345466715959e+23,-16.09680938720703,-3.8590837478637696,0.07348196594737853,5,-3.961749792098999,-3.7964017391204834
226,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,625,-1967.624958229065,4335.758891887807,5,-9723.6201171875,-9.797856330871582,-3.8223495483398438,0.11715868992338672,5,-3.9635653495788574,-3.6592164039611816
227,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,938,-79604665.51711139,169662913.4796724,5,-382880160.0,-9.4483003616333,-3.8219125747680662,0.1577630866348441,5,-3.9970123767852783,-3.656363010406494
228,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,1251,-183.33305644989014,369.2747747638968,5,-843.8961181640625,-15.419089317321777,-3.7436361789703367,0.2425727905432892,5,-3.973299264907837,-3.3965516090393066
229,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,1564,-143.7069881439209,248.41740406355098,5,-584.7510986328125,-11.963264465332031,-3.5392287254333494,0.2770856487369342,5,-3.8845598697662354,-3.2997097969055176
230,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,1877,-190.3115005493164,326.1532503770904,5,-764.2603759765625,-9.749938011169434,-3.3233359813690186,0.19046381780832194,5,-3.63053560256958,-3.110461950302124
231,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,2190,-23.611101722717287,16.704428960438417,5,-53.13297653198242,-11.81014347076416,-3.4074036121368407,0.14970372763966408,5,-3.581031322479248,-3.2331783771514893
232,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,2503,-14.618762969970703,4.002910736573431,5,-18.866178512573242,-10.061555862426758,-3.1176315784454345,0.127522288395473,5,-3.2701010704040527,-2.9975664615631104
233,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,2816,-16.76414966583252,2.5958942678934087,5,-20.375768661499023,-13.508785247802734,-3.2592655658721923,0.11145270913704933,5,-3.433574676513672,-3.1283578872680664
234,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,3129,-15.496877098083496,2.3583292362751536,5,-19.085668563842773,-12.533029556274414,-3.378587341308594,0.39984604783816324,5,-4.043213367462158,-3.034385919570923
235,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,3442,-15.786599349975585,2.870362837843601,5,-18.3923282623291,-11.296630859375,-3.306158447265625,0.2252651721373051,5,-3.686519145965576,-3.1131510734558105
236,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,3755,-45.581120300292966,65.46688408567834,5,-162.6214599609375,-13.230782508850098,-3.2290292263031004,0.26407082140874544,5,-3.5898361206054688,-2.9059927463531494
237,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,4068,-35.49881439208984,45.41324675979602,5,-116.50860595703125,-11.956106185913086,-3.32615213394165,0.37057363886139527,5,-3.852675437927246,-3.047207832336426
238,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,4381,-16.73442897796631,5.071831484890896,5,-22.671241760253906,-10.072274208068848,-3.235640621185303,0.2286193309133658,5,-3.5166120529174805,-3.021912097930908
239,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,4694,-580.3661064147949,1255.7156877266107,5,-2826.65380859375,-16.425491333007812,-3.3561224937438965,0.18701995664630025,5,-3.5679454803466797,-3.078125238418579
240,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,5007,-16.35876579284668,1.1386914482924333,5,-17.57933235168457,-15.045245170593262,-3.099892234802246,0.15239860785184756,5,-3.290159225463867,-2.9343879222869873
241,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,5320,-114.29055995941162,216.12160649073485,5,-500.8612976074219,-13.738364219665527,-3.0993650436401365,0.16157007892824019,5,-3.3796255588531494,-2.977144718170166
242,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,5633,-2295.0971197128297,5094.446790321429,5,-11408.3193359375,-12.666062355041504,-3.105070400238037,0.145528523557018,5,-3.359642744064331,-3.003465414047241
243,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,5946,-347.8020935058594,742.2162042617718,5,-1675.514404296875,-13.82241439819336,-3.0867686748504637,0.0957895007570177,5,-3.1890289783477783,-2.9590365886688232
244,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,6259,-13.970736694335937,4.497178545887113,5,-19.2220458984375,-8.114945411682129,-3.0584725856781008,0.1316391097549833,5,-3.234678030014038,-2.8758318424224854
245,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,6572,-87.5604040145874,160.95743873466935,5,-375.3719787597656,-9.310232162475586,-3.259072685241699,0.176709152261538,5,-3.370710849761963,-2.9601736068725586
246,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,6885,-16.95055236816406,6.366880785961531,5,-26.856246948242188,-10.512176513671875,-3.1287471771240236,0.11440000077400761,5,-3.32807993888855,-3.038580894470215
247,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,7198,-289.74896602630616,613.1912547890951,5,-1386.626708984375,-9.366828918457031,-3.145232629776001,0.1189572401527138,5,-3.272557258605957,-2.9931800365448
248,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,7511,-6620.684557151794,14770.574143334909,5,-33043.08984375,-8.30968189239502,-3.0233689308166505,0.14151782747332498,5,-3.2479257583618164,-2.8642523288726807
249,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,7824,-33.69884433746338,36.75106077432601,5,-98.9907455444336,-13.589303970336914,-3.0138060092926025,0.14806938923408655,5,-3.2679202556610107,-2.894949197769165
250,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,8137,-39.728739166259764,50.94119612910369,5,-130.37220764160156,-10.771488189697266,-3.014824724197388,0.13579801919848616,5,-3.2121267318725586,-2.8827741146087646
251,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,8450,-496.15586681365966,1068.287373407871,5,-2407.14892578125,-14.804657936096191,-3.0571680545806883,0.15171621606307759,5,-3.2108571529388428,-2.8776001930236816
252,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,8763,-32.50765190124512,27.173740234019167,5,-80.46223449707031,-16.740686416625977,-2.9797142505645753,0.1049120407442664,5,-3.120063304901123,-2.832420587539673
253,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,9076,-20.963284301757813,6.955431796974282,5,-32.982093811035156,-15.508514404296875,-3.0128477573394776,0.2191019306258681,5,-3.318263292312622,-2.815875291824341
254,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,9389,-25.329347610473633,7.565280226636812,5,-35.3006591796875,-18.275976181030273,-2.9564448833465575,0.2654960404654762,5,-3.389394998550415,-2.7379446029663086
255,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,9702,-22.72245216369629,6.933528906192661,5,-34.13772201538086,-15.828544616699219,-3.063333034515381,0.3106398252433369,5,-3.5093562602996826,-2.750977039337158
256,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,10015,-21.939379119873045,2.2963775488569063,5,-24.662437438964844,-19.09282112121582,-2.9538434505462647,0.20982215784531347,5,-3.225309371948242,-2.699124574661255
257,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,10328,-21.526470756530763,6.697349484673227,5,-26.105520248413086,-10.328154563903809,-2.8093266010284426,0.0750656108895078,5,-2.881438970565796,-2.7138218879699707
258,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,10641,-56.58637390136719,74.34458925762755,5,-189.32591247558594,-17.1356143951416,-3.0069229125976564,0.1516440489173843,5,-3.110772132873535,-2.750710964202881
259,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,10954,-19.791643714904787,6.609496387640499,5,-24.39183807373047,-8.597086906433105,-3.108080816268921,0.17313715424467263,5,-3.2899210453033447,-2.827925443649292
260,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,11267,-27.75129051208496,5.06082654754514,5,-34.86726760864258,-21.39522361755371,-2.918518877029419,0.07243771977148444,5,-3.0093228816986084,-2.8411407470703125
261,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,11580,-24.510546875,6.354290610910438,5,-32.884521484375,-15.006877899169922,-2.9239597797393797,0.18885133098127577,5,-3.25054669380188,-2.786332607269287
262,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,11893,-24.082799911499023,6.153806524057373,5,-34.42142105102539,-19.632234573364258,-2.876104545593262,0.23453412053738737,5,-3.2718682289123535,-2.6552469730377197
263,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,12206,-23.149043464660643,7.351987599027347,5,-32.68370819091797,-12.030673027038574,-2.885396671295166,0.23206571736600537,5,-3.1754653453826904,-2.7008979320526123
264,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,12519,-27.4077938079834,9.84447564675314,5,-41.4704704284668,-18.69268798828125,-2.8677326679229735,0.1497583487364968,5,-3.1189444065093994,-2.7168242931365967
265,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,12832,-26.25531883239746,9.999645539954164,5,-43.41313934326172,-18.30458641052246,-3.1797063827514647,0.5050376503069637,5,-3.8452749252319336,-2.7703747749328613
266,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,13145,-21.986375999450683,4.70127418478147,5,-26.75774383544922,-15.601946830749512,-2.8956977844238283,0.19394883562755652,5,-3.204460620880127,-2.6794657707214355
267,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,13458,-26.30978126525879,12.212538924744967,5,-44.75224685668945,-14.651819229125977,-2.7840576648712156,0.11619768890268178,5,-2.946847677230835,-2.646080732345581
268,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,13771,-25.43488121032715,6.2855650313680425,5,-32.36753463745117,-18.396465301513672,-2.9192394256591796,0.1693704355906644,5,-3.1513006687164307,-2.7558019161224365
269,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,14084,-19.66997127532959,9.054507301354857,5,-30.5773983001709,-10.238274574279785,-3.1413562297821045,0.4023069593966777,5,-3.775791645050049,-2.7666072845458984
270,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,14397,-18.48603229522705,7.192778954498985,5,-26.248794555664062,-9.456697463989258,-2.8806059837341307,0.22885377573874555,5,-3.257775068283081,-2.720794916152954
271,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,14710,-18.972915649414062,9.01929126692124,5,-31.646486282348633,-9.2877197265625,-2.896200084686279,0.10857658956437932,5,-3.0581278800964355,-2.7553374767303467
272,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,15023,-19.938108253479005,7.378666178416051,5,-30.353965759277344,-11.973275184631348,-3.0069361686706544,0.4132788901107832,5,-3.5789082050323486,-2.656583786010742
273,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,15336,-22.06360321044922,7.305989729517163,5,-30.221004486083984,-12.814054489135742,-2.9033324241638185,0.16704252752991716,5,-3.119398355484009,-2.6850500106811523
274,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,15649,-22.40409927368164,8.48918267272267,5,-32.203189849853516,-11.928915977478027,-2.942998456954956,0.2571567871756625,5,-3.281745672225952,-2.7105913162231445
275,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,15962,-23.125916481018066,8.652064490899107,5,-30.622032165527344,-12.710686683654785,-2.848511838912964,0.151741769433699,5,-3.098583936691284,-2.69940185546875
276,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,16275,-23.10709991455078,10.806643420698435,5,-38.418922424316406,-11.95213794708252,-2.869188642501831,0.1488425214233423,5,-3.0344126224517822,-2.698561191558838
277,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,16588,-23.098854064941406,10.582219240324019,5,-37.528682708740234,-10.130586624145508,-3.1216424465179444,0.6108343249839348,5,-4.1832780838012695,-2.653521776199341
278,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,16901,-24.672756385803222,11.53832583241018,5,-41.272560119628906,-11.680270195007324,-2.8742339611053467,0.16623344165096363,5,-3.1274337768554688,-2.674393653869629
279,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,17214,-25.438176155090332,13.073136379123452,5,-46.95137405395508,-13.952549934387207,-2.897151803970337,0.2206045263099573,5,-3.227212905883789,-2.6821157932281494
280,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,17527,-25.493687248229982,12.299824771335498,5,-45.026161193847656,-12.367732048034668,-3.226639652252197,0.3210955871683556,5,-3.5809099674224854,-2.7931087017059326
281,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,17840,-24.52991428375244,12.98264630482028,5,-44.52680587768555,-12.869357109069824,-3.152981996536255,0.25362489394380244,5,-3.3863048553466797,-2.7271430492401123
282,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,18153,-26.65419998168945,14.300673755706644,5,-50.20122528076172,-14.788188934326172,-3.1194897174835203,0.37587175785628096,5,-3.6114916801452637,-2.7240493297576904
283,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,18466,-24.599300575256347,11.413127455962094,5,-41.78181838989258,-12.005291938781738,-2.9176430225372316,0.2795083437994375,5,-3.413731575012207,-2.750641107559204
284,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,18779,-28.890347957611084,10.406073068018733,4,-41.76994323730469,-20.27649688720703,-3.1886556148529053,0.5567452989996544,4,-3.802299737930298,-2.6156530380249023
285,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,19092,-28.2709321975708,11.953004211743607,4,-42.15589141845703,-13.361881256103516,-2.847865045070648,0.11990506069230093,4,-3.0138113498687744,-2.7288455963134766
286,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,19405,-27.13201403617859,13.215534797610317,4,-41.52414321899414,-12.612317085266113,-2.904162287712097,0.1106508977194322,4,-3.005810499191284,-2.7486002445220947
287,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,19718,-29.458617687225342,16.128142647297455,4,-50.669044494628906,-11.512126922607422,-2.7957939505577087,0.16730001427231914,4,-3.008049488067627,-2.6201963424682617
288,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,20031,-29.877601623535156,16.535620070455707,4,-52.166988372802734,-12.219972610473633,-3.023952305316925,0.541414434289674,4,-3.82877254486084,-2.6533539295196533
289,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,20344,-28.923476934432983,21.09186027007531,4,-58.53596878051758,-9.145482063293457,-3.0338521003723145,0.19034351202227676,4,-3.181952476501465,-2.758422374725342
290,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,20657,-29.773842573165894,21.056555221368175,4,-59.605709075927734,-10.047308921813965,-3.181406080722809,0.3798965275455654,4,-3.7476234436035156,-2.932147264480591
291,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,20970,-31.08313775062561,21.346170451520678,4,-60.0363655090332,-8.601788520812988,-2.8877087235450745,0.17385035555903777,4,-3.1235523223876953,-2.752748966217041
292,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,21283,-32.52665066719055,20.37069571032016,4,-59.24155807495117,-9.855423927307129,-3.212672173976898,0.7902189625105593,4,-4.346092224121094,-2.6493499279022217
293,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,21596,-32.378769636154175,22.37211642326489,4,-62.04111099243164,-8.738512992858887,-3.014517366886139,0.26227995146833394,4,-3.2710585594177246,-2.647890090942383
294,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,21909,-32.872796297073364,21.268963323683312,4,-61.372406005859375,-9.855650901794434,-2.975540339946747,0.22966509903888818,4,-3.129784345626831,-2.6410834789276123
295,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,22222,-35.70347332954407,23.304106305309265,4,-67.22106170654297,-10.948365211486816,-2.839456260204315,0.15400087978071447,4,-3.015803813934326,-2.66770076751709
296,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,22535,-35.248034715652466,23.166683940057272,4,-66.0505142211914,-10.063714027404785,-2.7935612201690674,0.15586808831929783,4,-3.0205061435699463,-2.670090913772583
297,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,22848,-33.11662530899048,20.802842357701035,4,-60.97789764404297,-10.682596206665039,-2.692679286003113,0.0695764480294207,4,-2.774620532989502,-2.631702423095703
298,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,23161,-34.57420778274536,18.444174852491006,4,-58.99069595336914,-14.204568862915039,-2.8603904843330383,0.05405985002714921,4,-2.9172863960266113,-2.787238836288452
299,32,energy_fc_large_bias,adam1e-3,standard_gaussian,None,23474,-33.48736524581909,19.221346494950737,4,-55.98586654663086,-9.612524032592773,-2.9100970029830933,0.17912057475049384,4,-3.086085319519043,-2.6641228199005127
300,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,312,-996942.3216558456,2228820.9905098607,5,-4983978.5,-13.22037410736084,-4.069944906234741,0.3086370582789374,5,-4.515902996063232,-3.7591915130615234
301,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,625,-2086431311.390213,2914156847.332709,5,-6028765696.0,-115.00682067871094,-3.8881454944610594,0.22807718693173532,5,-4.17799711227417,-3.6257550716400146
302,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,938,-2.929439137972947e+16,6.550425047986769e+16,5,-1.4647195689025536e+17,-14.669157981872559,-3.6467905044555664,0.09791199412112342,5,-3.7809665203094482,-3.525257110595703
303,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,1251,-4189558712.737602,9313818107.772057,5,-20850452480.0,-14.8529052734375,-3.5313514709472655,0.07540906118365562,5,-3.633965492248535,-3.4557344913482666
304,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,1564,-1248258023.9797547,2791179272.2103224,5,-6241271296.0,-69.22273254394531,-3.548720645904541,0.2743177577729437,5,-3.8140406608581543,-3.191819906234741
305,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,1877,-21934.91307144165,28044.309968759757,5,-62122.421875,-20.569887161254883,-3.3509824752807615,0.15367501643996762,5,-3.5520832538604736,-3.1431219577789307
306,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,2190,-156289.881842041,345581.6788901731,5,-774478.125,-19.901748657226562,-3.724138069152832,0.5935343570045771,5,-4.764457702636719,-3.314499855041504
307,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,2503,-13220.83010559082,25302.622930400452,5,-58085.04296875,-20.717933654785156,-3.2087849617004394,0.18596530403945474,5,-3.4808945655822754,-3.055741310119629
308,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,2816,-5312.701214218139,11273.820901822193,5,-25468.48046875,-18.481264114379883,-3.174713897705078,0.09273460897499525,5,-3.274726152420044,-3.0726537704467773
309,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,3129,-1865.798464012146,3963.630808195475,5,-8951.943359375,-9.479355812072754,-3.1653159618377686,0.2195623676020431,5,-3.435039520263672,-2.9712181091308594
310,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,3442,-48903.40981721878,96625.23016586168,5,-220775.796875,-5.742252826690674,-3.3068289279937746,0.39760472964467675,5,-3.996030807495117,-2.9663021564483643
311,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,3755,-165.38663139343262,97.11435580678595,5,-281.8199157714844,-21.26947593688965,-3.159879779815674,0.20274505668720919,5,-3.3795902729034424,-2.9464404582977295
312,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,4068,-3938.0328216552734,6691.515043160102,5,-15540.5947265625,-20.151092529296875,-3.354213333129883,0.28937954549617906,5,-3.687638282775879,-2.9753098487854004
313,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,4381,-942981.6222084046,2099789.652049211,5,-4699180.0,-13.749330520629883,-3.0885938167572022,0.13759808855539593,5,-3.28336763381958,-2.9222774505615234
314,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,4694,-1370150.0578845977,1947843.4655803752,5,-4204635.5,-24.163400650024414,-3.1815248489379884,0.2451387542862885,5,-3.5333425998687744,-2.8798835277557373
315,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,5007,-98141.27019424438,216006.32542074274,5,-484516.4375,-21.366451263427734,-3.13101487159729,0.1917865814771984,5,-3.3446271419525146,-2.8207199573516846
316,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,5320,-971894.9260536194,1361352.528907445,5,-2840911.75,-18.017534255981445,-3.06803879737854,0.07222760270239661,5,-3.1765472888946533,-2.9913341999053955
317,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,5633,-592742.1226875305,1250534.0822816074,5,-2827417.25,-45.90842056274414,-2.9106879234313965,0.12275109928269257,5,-3.050485372543335,-2.7654221057891846
318,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,5946,-388072.2359207153,829446.978079552,5,-1871511.125,-46.047725677490234,-3.0220266819000243,0.09272054520797013,5,-3.1538004875183105,-2.9256591796875
319,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,6259,-283328.1831630707,503162.3169051535,5,-1161655.75,-27.319578170776367,-2.994003248214722,0.11639198976729499,5,-3.117020606994629,-2.8453369140625
320,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,6572,-558182.4626123428,1096791.7905852112,5,-2507912.0,-14.007515907287598,-3.239912414550781,0.4539684319231394,5,-3.882445812225342,-2.804734468460083
321,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,6885,-38990.96349639892,63411.03906068561,5,-146321.296875,-65.01668548583984,-3.17911639213562,0.15393599209753706,5,-3.429063320159912,-3.0504894256591797
322,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,7198,-4620008.81991539,7322064.723598944,5,-16764030.0,-18.828092575073242,-3.003522205352783,0.2045819179369961,5,-3.2318685054779053,-2.755099296569824
323,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,7511,-499810.3887710571,1090323.928684639,5,-2449882.75,-14.126289367675781,-3.04243745803833,0.2200954707316046,5,-3.3972554206848145,-2.854849100112915
324,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,7824,-1744313.3410276412,3633532.8210121104,5,-8233159.0,-11.783198356628418,-3.074622297286987,0.599964647908392,5,-4.141548156738281,-2.7118942737579346
325,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,8137,-1660259.692866516,3703133.3573819706,5,-8284615.0,-11.112686157226562,-3.062830352783203,0.2695986081882168,5,-3.3664391040802,-2.725443124771118
326,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,8450,-10747274.580043793,23439132.188539706,5,-52668320.0,-15.219127655029297,-3.077555704116821,0.2693596890836472,5,-3.506802558898926,-2.828402519226074
327,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,8763,-164086608.7930107,363968819.1912192,5,-815161024.0,-16.05543327331543,-3.026072931289673,0.3027079210983762,5,-3.4526028633117676,-2.7227439880371094
328,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,9076,-400424458.7484999,629115921.748494,5,-1437294976.0,-15.808150291442871,-2.7896162033081056,0.1257006981811666,5,-2.96838641166687,-2.683987617492676
329,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,9389,-19254973.019935988,30117204.406896807,5,-68723064.0,-14.746969223022461,-2.9896880626678466,0.26978306386612383,5,-3.3346545696258545,-2.68086576461792
330,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,9702,-1146495.3098823547,2439813.73018577,5,-5507493.5,-24.81943130493164,-2.8431921005249023,0.09779946813782427,5,-2.9805424213409424,-2.734476327896118
331,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,10015,-222391675.83081168,493899019.3654691,5,-1105892608.0,-18.532411575317383,-2.888193702697754,0.20265773919787322,5,-3.0771937370300293,-2.572265148162842
332,64,energy_fc_large_bias,adam1e-3,standard_gaussian,None,10328,-4864342034.735464,10860201666.757126,5,-24291647488.0,-16.90892219543457,-2.9197713851928713,0.20814546326907082,5,-3.275606155395508,-2.7567598819732666
